Device_Group,Device_Name,Location_ID,Device_Serial_Number,Device_Platform,Device_Model,OS_Version,Enrollment_Date,Compliance_Status,Enrollment_Status,Last_Seen,Asset_Number,Is_Compromised,Country,Device_Identifier,Device_Roaming,MAC_Address,WiFi_IP_Address,GPRS_Connection,Available_Physical_Memory_MB,Total_Physical_Memory_MB,Battery_Life_Percent,AC_Power_Sample_Time,Device_On_AC_Power,App_Name,App_Identifier,App_Status,App_Assignment_Status,Installation_Status,Last_Action_Taken,Last_Action_Timestamp,App_First_Seen,App_Last_Seen
viewpoint-one,03923-ViewPoint-329C109459,03923,329c109459,Android,MicroTouch IDC_Series,13.0.0,9/19/2023 9:52:03 AM,Compliant,Enrolled,9/24/2025 1:25:56 PM,1da5b69c1bc91bc85290b607144fa4f09c49f541b7,No ,United States,1da5b69c1bc91bc85290b607144fa4f09c49f541b7,No,485A67A00A9D  ,172.18.167.212,wlan0,4982.00,7851.00,100,9/24/2025 2:06:23 AM,Yes,ViewPoint,com.cfahome.viewpoint.production,Installed ('2025.9.4 (1)' PROD),Assigned ('2025.9.4 (1)' PROD),Managed,InstallCommandDispatched,9/24/2025 2:08:15 AM,9/24/2025 2:09:37 AM,9/24/2025 2:09:37 AM
